chr	start	end	name	score	strand	symbol	tss	K562.ENCFF934YBO.TPM.txt.Expression	Expression	Expression.quantile	is_ue	cellType	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount.quantile	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM.quantile	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM.quantile	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount.quantile	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM.quantile	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM.quantile	DHS.RPM	DHS.RPM.quantile	DHS.RPKM	DHS.RPKM.quantile	H3K27ac.ENCFF384ZZM.chr22.bam.readCount	H3K27ac.ENCFF384ZZM.chr22.bam.RPM	H3K27ac.ENCFF384ZZM.chr22.bam.readCount.quantile	H3K27ac.ENCFF384ZZM.chr22.bam.RPM.quantile	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM.quantile	H3K27ac.RPM	H3K27ac.RPM.quantile	H3K27ac.RPKM	H3K27ac.RPKM.quantile	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM.quantile.TSS1Kb	DHS.RPM.TSS1Kb	DHS.RPM.quantile.TSS1Kb	DHS.RPKM.TSS1Kb	DHS.RPKM.quantile.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.readCount.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.RPM.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.readCount.quantile.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.RPM.quantile.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM.quantile.TSS1Kb	H3K27ac.RPM.TSS1Kb	H3K27ac.RPM.quantile.TSS1Kb	H3K27ac.RPKM.TSS1Kb	H3K27ac.RPKM.quantile.TSS1Kb	PromoterActivityQuantile
chr22	21055401	21058891	TMEM191A	0	+	TMEM191A	21055401	4.000000	4.000000	0.573975	False	K562	1296	2984.105494	0.919786	0.919786	855.044554	0.992870	1060	2715.602159	0.918004	0.918004	778.109501	0.991087	2849.853826	0.921569	816.577028	0.992870	34	155.388082	0.296791	0.296791	44.523806	0.696970	155.388082	0.296791	44.523806	0.696970	10	23.025505	0.366310	0.366310	23.025505	0.366310	13	33.304555	0.409982	0.409982	33.304555	0.409982	28.165030	0.381462	28.165030	0.381462	1	4.570238	0.184492	0.184492	4.570238	0.184492	4.570238	0.184492	4.570238	0.184492	0.292335
chr22	21061978	21213100	PI4KA	0	-	PI4KA	21213100	86.350000	86.350000	0.914439	False	K562	6290	14483.042867	0.996435	0.996435	95.836760	0.882353	5744	14715.489436	0.996435	0.996435	97.374899	0.885918	14599.266151	0.996435	96.605829	0.885918	2362	10794.901443	0.991087	0.991087	71.431700	0.800357	10794.901443	0.991087	71.431700	0.800357	1282	2951.869786	0.973262	0.973262	2951.869786	0.973262	1262	3233.103703	0.980392	0.980392	3233.103703	0.980392	3092.486744	0.975045	3092.486744	0.975045	197	900.336827	0.912656	0.912656	900.336827	0.912656	900.336827	0.912656	900.336827	0.912656	0.959002
chr22	21128382	21142008	SERPIND1	0	+	SERPIND1	21128382	0.000000	0.000000	0.268271	False	K562	2100	4835.356124	0.951872	0.951872	354.862478	0.973262	1768	4529.419450	0.946524	0.946524	332.410058	0.971480	4682.387787	0.950089	343.636268	0.971480	416	1901.218882	0.830660	0.830660	139.528760	0.898396	1901.218882	0.830660	139.528760	0.898396	21	48.353561	0.446524	0.446524	48.353561	0.446524	27	69.170998	0.503565	0.503565	69.170998	0.503565	58.762280	0.470588	58.762280	0.470588	11	50.272615	0.505348	0.505348	50.272615	0.505348	50.272615	0.505348	50.272615	0.505348	0.490196
chr22	21213291	21245501	SNAP29	0	+	SNAP29	21213291	104.350000	104.350000	0.930481	False	K562	4596	10582.522260	0.992870	0.992870	328.547726	0.969697	3909	10014.423434	0.991087	0.991087	310.910383	0.967914	10298.472847	0.992870	319.729055	0.967914	1965	8980.517077	0.985740	0.985740	278.811458	0.960784	8980.517077	0.985740	278.811458	0.960784	1168	2689.379025	0.967914	0.967914	2689.379025	0.967914	1176	3012.781263	0.975045	0.975045	3012.781263	0.975045	2851.080144	0.971480	2851.080144	0.971480	258	1179.121326	0.937611	0.937611	1179.121326	0.937611	1179.121326	0.937611	1179.121326	0.937611	0.969697
chr22	21271713	21308037	CRKL	0	+	CRKL	21271713	92.320000	92.320000	0.919786	False	K562	1906	4388.661320	0.944742	0.944742	120.819880	0.914439	1826	4678.009002	0.950089	0.950089	128.785624	0.923351	4533.335161	0.946524	124.802752	0.919786	1592	7275.818415	0.971480	0.971480	200.303337	0.935829	7275.818415	0.971480	200.303337	0.935829	2700	6216.886445	1.000000	1.000000	6216.886445	1.000000	2387	6115.228636	1.000000	1.000000	6115.228636	1.000000	6166.057540	1.000000	6166.057540	1.000000	517	2362.812890	0.987522	0.987522	2362.812890	0.987522	2362.812890	0.987522	2362.812890	0.987522	0.994652
chr22	21311379	21318968	LINC01637	0	+	LINC01637	21311379			0.081996	False	K562	231	531.889174	0.599822	0.599822	70.086859	0.839572	218	558.491765	0.606061	0.606061	73.592274	0.853832	545.190469	0.600713	71.839566	0.844920	82	374.759491	0.439394	0.439394	49.381933	0.718360	374.759491	0.439394	49.381933	0.718360	42	96.707122	0.529412	0.529412	96.707122	0.529412	31	79.418554	0.516043	0.516043	79.418554	0.516043	88.062838	0.518717	88.062838	0.518717	5	22.851188	0.393939	0.393939	22.851188	0.393939	22.851188	0.393939	22.851188	0.393939	0.452763
chr22	21319417	21335649	AIFM3	0	+	AIFM3	21319417	0.030000	0.030000	0.383244	False	K562	369	849.641147	0.705882	0.705882	52.343590	0.796791	351	899.222979	0.723708	0.723708	55.398163	0.814617	874.432063	0.714795	53.870876	0.809269	233	1064.865384	0.701426	0.701426	65.602845	0.787879	1064.865384	0.701426	65.602845	0.787879	8	18.420404	0.336007	0.336007	18.420404	0.336007	12	30.742666	0.399287	0.399287	30.742666	0.399287	24.581535	0.368984	24.581535	0.368984	5	22.851188	0.393939	0.393939	22.851188	0.393939	22.851188	0.393939	22.851188	0.393939	0.399287
chr22	21336557	21353326	LZTR1	0	+	LZTR1	21336557	110.640000	110.640000	0.934046	True	K562	701	1614.087925	0.836007	0.836007	96.254274	0.885918	579	1483.333632	0.819964	0.819964	88.456893	0.873440	1548.710779	0.825312	92.355583	0.873440	473	2161.722431	0.849376	0.849376	128.911827	0.885918	2161.722431	0.849376	128.911827	0.885918	683	1572.642016	0.942959	0.942959	1572.642016	0.942959	509	1304.001414	0.925134	0.925134	1304.001414	0.925134	1438.321715	0.935829	1438.321715	0.935829	478	2184.573620	0.982175	0.982175	2184.573620	0.982175	2184.573620	0.982175	2184.573620	0.982175	0.973262
chr22	21354060	21356404	THAP7	0	-	THAP7	21356404	199.090000	199.090000	0.969697	False	K562	1664	3831.444091	0.941176	0.941176	1634.575124	0.998217	1493	3824.900022	0.939394	0.939394	1631.783286	0.998217	3828.172056	0.939394	1633.179205	0.998217	799	3651.619921	0.921569	0.921569	1557.858328	0.996435	3651.619921	0.921569	1557.858328	0.996435	2044	4706.413294	0.992870	0.992870	4706.413294	0.992870	1786	4575.533449	0.996435	0.996435	4575.533449	0.996435	4640.973372	0.996435	4640.973372	0.996435	585	2673.589053	0.992870	0.992870	2673.589053	0.992870	2673.589053	0.992870	2673.589053	0.992870	0.996435
chr22	21356210	21357561	THAP7-AS1	0	+	THAP7-AS1	21356210	3.780000	3.780000	0.568627	False	K562	1039	2392.350006	0.891266	0.891266	1770.799412	1.000000	901	2308.261835	0.891266	0.891266	1708.557983	1.000000	2350.305921	0.889483	1739.678698	1.000000	500	2285.118849	0.860963	0.860963	1691.427719	0.998217	2285.118849	0.860963	1691.427719	0.998217	2047	4713.320946	0.996435	0.996435	4713.320946	0.996435	1780	4560.162116	0.994652	0.994652	4560.162116	0.994652	4636.741531	0.994652	4636.741531	0.994652	683	3121.472348	0.996435	0.996435	3121.472348	0.996435	3121.472348	0.996435	3121.472348	0.996435	0.998217
chr22	21362495	21368576	TUBA3FP	0	-	TUBA3FP	21368576	10.530000	10.530000	0.684492	False	K562	541	1245.679840	0.786096	0.786096	204.847860	0.955437	459	1175.906973	0.782531	0.782531	193.373947	0.955437	1210.793406	0.784314	199.110904	0.955437	105	479.874958	0.493761	0.493761	78.913823	0.814617	479.874958	0.493761	78.913823	0.814617	1226	2822.926956	0.969697	0.969697	2822.926956	0.969697	1030	2638.745494	0.966132	0.966132	2638.745494	0.966132	2730.836225	0.967914	2730.836225	0.967914	121	552.998761	0.837790	0.837790	552.998761	0.837790	552.998761	0.837790	552.998761	0.837790	0.918004
chr22	21369441	21382302	P2RX6	0	+	P2RX6	21369441	2.730000	2.730000	0.552585	False	K562	325	748.328924	0.659537	0.659537	58.185905	0.811052	272	696.833762	0.647950	0.647950	54.181927	0.811052	722.581343	0.654189	56.183916	0.814617	231	1055.724908	0.697861	0.697861	82.087311	0.823529	1055.724908	0.697861	82.087311	0.823529	818	1883.486338	0.953654	0.953654	1883.486338	0.953654	686	1757.455737	0.947415	0.947415	1757.455737	0.947415	1820.471037	0.950089	1820.471037	0.950089	179	818.072548	0.898396	0.898396	818.072548	0.898396	818.072548	0.898396	818.072548	0.898396	0.944742
chr22	21383006	21386847	SLC7A4	0	-	SLC7A4	21386847	0.000000	0.000000	0.268271	False	K562	78	179.598942	0.336007	0.336007	46.758381	0.780749	57	146.027663	0.294118	0.294118	38.018137	0.730838	162.813303	0.317291	42.388259	0.752228	48	219.371410	0.353832	0.353832	57.113098	0.759358	219.371410	0.353832	57.113098	0.759358	29	66.773966	0.481283	0.481283	66.773966	0.481283	14	35.866444	0.421569	0.421569	35.866444	0.421569	51.320205	0.458111	51.320205	0.458111	9	41.132139	0.475045	0.475045	41.132139	0.475045	41.132139	0.475045	41.132139	0.475045	0.465241
chr22	21396680	21398538	P2RX6P	0	-	P2RX6P	21398538	0.000000	0.000000	0.268271	False	K562	41	94.404572	0.207665	0.207665	50.809780	0.793226	42	107.599331	0.241533	0.241533	57.911373	0.819964	101.001951	0.214795	54.360577	0.811052	25	114.255942	0.247772	0.247772	61.494049	0.771836	114.255942	0.247772	61.494049	0.771836	21	48.353561	0.446524	0.446524	48.353561	0.446524	18	46.113999	0.451872	0.451872	46.113999	0.451872	47.233780	0.452763	47.233780	0.452763	10	45.702377	0.490196	0.490196	45.702377	0.490196	45.702377	0.490196	45.702377	0.490196	0.468806
chr22	21400248	21418457	LRRC74B	0	+	LRRC74B	21400248			0.081996	False	K562	849	1954.865404	0.866310	0.866310	107.357098	0.898396	731	1872.740734	0.860963	0.860963	102.846984	0.893048	1913.803069	0.862745	105.102041	0.896613	204	932.328490	0.668449	0.668449	51.201521	0.734403	932.328490	0.668449	51.201521	0.734403	302	695.370262	0.852050	0.852050	695.370262	0.852050	286	732.700205	0.862745	0.862745	732.700205	0.862745	714.035233	0.857398	714.035233	0.857398	19	86.834516	0.549020	0.549020	86.834516	0.549020	86.834516	0.549020	86.834516	0.549020	0.679144
chr22	21457304	21476575	BCRP2	0	+	BCRP2	21457304	0.480000	0.480000	0.470588	False	K562	376	865.759001	0.713012	0.713012	44.925484	0.768271	389	996.574755	0.750446	0.750446	51.713702	0.802139	931.166878	0.730838	48.319593	0.786096	74	338.197590	0.419786	0.419786	17.549561	0.456328	338.197590	0.419786	17.549561	0.456328	231	531.889174	0.803922	0.803922	531.889174	0.803922	201	514.939655	0.803922	0.803922	514.939655	0.803922	523.414414	0.795009	523.414414	0.795009	26	118.826180	0.581996	0.581996	118.826180	0.581996	118.826180	0.581996	118.826180	0.581996	0.672014
chr22	21521191	21546445	FAM230B	0	+	FAM230B	21521191	0.920000	0.920000	0.509804	False	K562	9	20.722955	0.064171	0.064171	0.820581	0.017825	12	30.742666	0.090018	0.090018	1.217338	0.021390	25.732810	0.074866	1.018960	0.016043	0	0.000000	0.020499	0.020499	0.000000	0.020499	0.000000	0.020499	0.000000	0.020499	0	0.000000	0.022282	0.022282	0.000000	0.022282	1	2.561889	0.084670	0.084670	2.561889	0.084670	1.280944	0.049911	1.280944	0.049911	0	0.000000	0.071301	0.071301	0.000000	0.071301	0.000000	0.071301	0.000000	0.071301	0.039216
chr22	21636713	21652015	POM121L8P	0	+	POM121L8P	21636713	0.000000	0.000000	0.268271	False	K562	9	20.722955	0.064171	0.064171	1.354264	0.023173	23	58.923443	0.154189	0.154189	3.850702	0.067736	39.823199	0.106952	2.602483	0.039216	2	9.140475	0.057932	0.057932	0.597339	0.049911	9.140475	0.057932	0.597339	0.049911	3	6.907652	0.183601	0.183601	6.907652	0.183601	5	12.809444	0.280749	0.280749	12.809444	0.280749	9.858548	0.241533	9.858548	0.241533	0	0.000000	0.071301	0.071301	0.000000	0.071301	0.000000	0.071301	0.000000	0.071301	0.131016
chr22	21655548	21680925	LOC100996335	0	-	LOC100996335	21680925			0.081996	False	K562	11	25.328056	0.080214	0.080214	0.998071	0.021390	11	28.180777	0.083779	0.083779	1.110485	0.017825	26.754417	0.076649	1.054278	0.017825	0	0.000000	0.020499	0.020499	0.000000	0.020499	0.000000	0.020499	0.000000	0.020499	1	2.302551	0.075758	0.075758	2.302551	0.075758	0	0.000000	0.028520	0.028520	0.000000	0.028520	1.151275	0.034759	1.151275	0.034759	0	0.000000	0.071301	0.071301	0.000000	0.071301	0.000000	0.071301	0.000000	0.071301	0.031194
chr22	21771692	21805750	HIC2	0	+	HIC2	21771692	30.390000	30.390000	0.811052	False	K562	343	789.774834	0.673797	0.673797	23.189114	0.563280	291	745.509649	0.676471	0.676471	21.889414	0.559715	767.642241	0.673797	22.539264	0.557932	196	895.766589	0.655080	0.655080	26.301209	0.579323	895.766589	0.655080	26.301209	0.579323	0	0.000000	0.022282	0.022282	0.000000	0.022282	0	0.000000	0.028520	0.028520	0.000000	0.028520	0.000000	0.013369	0.000000	0.013369	0	0.000000	0.071301	0.071301	0.000000	0.071301	0.000000	0.071301	0.000000	0.071301	0.013369
chr22	21821458	21824224	TMEM191C	0	+	TMEM191C	21821458	3.810000	3.810000	0.570410	False	K562	522	1201.931379	0.777184	0.777184	434.537737	0.978610	377	965.832089	0.739750	0.739750	349.180075	0.975045	1083.881734	0.761141	391.858906	0.978610	4	18.280951	0.090018	0.090018	6.609165	0.130125	18.280951	0.090018	6.609165	0.130125	0	0.000000	0.022282	0.022282	0.000000	0.022282	0	0.000000	0.028520	0.028520	0.000000	0.028520	0.000000	0.013369	0.000000	0.013369	0	0.000000	0.071301	0.071301	0.000000	0.071301	0.000000	0.071301	0.000000	0.071301	0.013369
chr22	21827286	21871780	PI4KAP2	0	-	PI4KAP2	21871780	135.560000	135.560000	0.948307	False	K562	87	200.321897	0.360071	0.360071	4.502223	0.076649	76	194.703551	0.336898	0.336898	4.375951	0.083779	197.512724	0.344029	4.439087	0.074866	6	27.421426	0.110517	0.110517	0.616295	0.051693	27.421426	0.110517	0.616295	0.051693	1	2.302551	0.075758	0.075758	2.302551	0.075758	3	7.685666	0.188948	0.188948	7.685666	0.188948	4.994109	0.131016	4.994109	0.131016	0	0.000000	0.071301	0.071301	0.000000	0.071301	0.000000	0.071301	0.000000	0.071301	0.072193
chr22	21899957	21905373	RIMBP3B	0	+	RIMBP3B	21899957	0.100000	0.100000	0.400178	False	K562	7	16.117854	0.049020	0.049020	2.975970	0.039216	6	15.371333	0.045455	0.045455	2.838134	0.053476	15.744593	0.043672	2.907052	0.042781	0	0.000000	0.020499	0.020499	0.000000	0.020499	0.000000	0.020499	0.000000	0.020499	7	16.117854	0.316399	0.316399	16.117854	0.316399	9	23.056999	0.360071	0.360071	23.056999	0.360071	19.587427	0.344029	19.587427	0.344029	0	0.000000	0.071301	0.071301	0.000000	0.071301	0.000000	0.071301	0.000000	0.071301	0.172014
chr22	21899957	21905750	RIMBP3C	0	+	RIMBP3C	21899957	0.040000	0.040000	0.387701	False	K562	7	16.117854	0.049020	0.049020	2.782298	0.037433	6	15.371333	0.045455	0.045455	2.653432	0.049020	15.744593	0.043672	2.717865	0.040998	0	0.000000	0.020499	0.020499	0.000000	0.020499	0.000000	0.020499	0.000000	0.020499	7	16.117854	0.316399	0.316399	16.117854	0.316399	9	23.056999	0.360071	0.360071	23.056999	0.360071	19.587427	0.344029	19.587427	0.344029	0	0.000000	0.071301	0.071301	0.000000	0.071301	0.000000	0.071301	0.000000	0.071301	0.172014
chr22	21921835	21978323	UBE2L3	0	+	UBE2L3	21921835	288.830000	288.830000	0.982175	False	K562	3986	9177.966433	0.989305	0.989305	162.476392	0.939394	3617	9266.351896	0.987522	0.987522	164.041069	0.941176	9222.159165	0.987522	163.258730	0.939394	2445	11174.231172	0.992870	0.992870	197.816017	0.932264	11174.231172	0.992870	197.816017	0.932264	306	704.580464	0.855615	0.855615	704.580464	0.855615	282	722.452650	0.855615	0.855615	722.452650	0.855615	713.516557	0.855615	713.516557	0.855615	254	1160.840375	0.935829	0.935829	1160.840375	0.935829	1160.840375	0.935829	1160.840375	0.935829	0.916221
chr22	21982377	21984340	YDJC	0	-	YDJC	21984340	527.880000	527.880000	0.992870	False	K562	1047	2410.770410	0.893048	0.893048	1228.105150	0.996435	830	2126.367728	0.875223	0.875223	1083.223499	0.996435	2268.569069	0.880570	1155.664325	0.996435	950	4341.725813	0.941176	0.941176	2211.780852	1.000000	4341.725813	0.941176	2211.780852	1.000000	795	1830.527676	0.951872	0.951872	1830.527676	0.951872	686	1757.455737	0.947415	0.947415	1757.455737	0.947415	1793.991706	0.948307	1793.991706	0.948307	388	1773.252227	0.964349	0.964349	1773.252227	0.964349	1773.252227	0.964349	1773.252227	0.964349	0.971480
chr22	21987085	21991616	CCDC116	0	+	CCDC116	21987085	6.410000	6.410000	0.632799	False	K562	337	775.959530	0.670232	0.670232	171.255690	0.942959	306	783.937982	0.681818	0.681818	173.016549	0.950089	779.948756	0.682709	172.136119	0.944742	182	831.783261	0.634581	0.634581	183.576089	0.921569	831.783261	0.634581	183.576089	0.921569	1565	3603.491588	0.985740	0.985740	3603.491588	0.985740	1404	3596.891916	0.991087	0.991087	3596.891916	0.991087	3600.191752	0.985740	3600.191752	0.985740	122	557.568999	0.840463	0.840463	557.568999	0.840463	557.568999	0.840463	557.568999	0.840463	0.935829
chr22	21996541	21998588	SDF2L1	0	+	SDF2L1	21996541	615.310000	615.310000	0.994652	False	K562	688	1584.154768	0.828877	0.828877	773.890947	0.989305	620	1588.371074	0.827986	0.827986	775.950696	0.989305	1586.262921	0.830660	774.920821	0.989305	498	2275.978374	0.859180	0.859180	1111.860466	0.992870	2275.978374	0.859180	1111.860466	0.992870	2046	4711.018395	0.994652	0.994652	4711.018395	0.994652	1688	4324.468344	0.992870	0.992870	4324.468344	0.992870	4517.743370	0.992870	4517.743370	0.992870	561	2563.903349	0.991087	0.991087	2563.903349	0.991087	2563.903349	0.991087	2563.903349	0.991087	0.992870
chr22	22020272	22052202	PPIL2	0	+	PPIL2	22020272	207.420000	207.420000	0.971480	False	K562	1523	3506.784465	0.932264	0.932264	109.827262	0.903743	1352	3463.673697	0.930481	0.930481	108.477097	0.901961	3485.229081	0.932264	109.152179	0.901961	1142	5219.211451	0.955437	0.955437	163.457922	0.918004	5219.211451	0.955437	163.457922	0.918004	952	2192.028110	0.959002	0.959002	2192.028110	0.959002	881	2257.024059	0.960784	0.960784	2257.024059	0.960784	2224.526084	0.959002	2224.526084	0.959002	559	2554.762873	0.989305	0.989305	2554.762873	0.989305	2554.762873	0.989305	2554.762873	0.989305	0.983957
chr22	22051825	22090123	YPEL1	0	-	YPEL1	22090123	0.270000	0.270000	0.445633	False	K562	2305	5307.378984	0.959002	0.959002	138.581100	0.930481	2249	5761.687977	0.964349	0.964349	150.443573	0.934046	5534.533481	0.959002	144.512337	0.932264	568	2595.895012	0.878788	0.878788	67.781477	0.793226	2595.895012	0.878788	67.781477	0.793226	1384	3186.729941	0.976827	0.976827	3186.729941	0.976827	1175	3010.219375	0.973262	0.973262	3010.219375	0.973262	3098.474658	0.976827	3098.474658	0.976827	43	196.520221	0.652406	0.652406	196.520221	0.652406	196.520221	0.652406	196.520221	0.652406	0.827094
chr22	22113946	22221970	MAPK1	0	-	MAPK1	22221970	161.490000	161.490000	0.953654	False	K562	6499	14964.275928	0.998217	0.998217	138.527327	0.928699	6104	15637.769415	0.998217	0.998217	144.761992	0.928699	15301.022672	0.998217	141.644659	0.930481	2978	13610.167865	0.998217	0.998217	125.992075	0.880570	13610.167865	0.998217	125.992075	0.880570	1114	2565.041296	0.966132	0.966132	2565.041296	0.966132	960	2459.413276	0.964349	0.964349	2459.413276	0.964349	2512.227286	0.964349	2512.227286	0.964349	421	1924.070071	0.973262	0.973262	1924.070071	0.973262	1924.070071	0.973262	1924.070071	0.973262	0.976827
chr22	22273791	22307250	PPM1F	0	-	PPM1F	22307250	90.060000	90.060000	0.918004	False	K562	2636	6069.523211	0.969697	0.969697	181.401811	0.946524	2368	6066.552748	0.967914	0.967914	181.313032	0.951872	6068.037979	0.969697	181.357422	0.948307	1764	8061.899299	0.978610	0.978610	240.948603	0.948307	8061.899299	0.978610	240.948603	0.948307	304	699.975363	0.853832	0.853832	699.975363	0.853832	287	735.262094	0.864528	0.864528	735.262094	0.864528	717.618728	0.859180	717.618728	0.859180	81	370.189254	0.770053	0.770053	370.189254	0.770053	370.189254	0.770053	370.189254	0.770053	0.836007
chr22	22311396	22337240	TOP3B	0	-	TOP3B	22337240	119.020000	119.020000	0.942959	False	K562	844	1943.352652	0.862745	0.862745	75.195506	0.852050	775	1985.463843	0.866310	0.866310	76.824944	0.860963	1964.408247	0.866310	76.010225	0.860963	727	3322.562806	0.909091	0.909091	128.562251	0.884135	3322.562806	0.909091	128.562251	0.884135	280	644.714150	0.844920	0.844920	644.714150	0.844920	299	766.004760	0.869875	0.869875	766.004760	0.869875	705.359455	0.852050	705.359455	0.852050	140	639.833278	0.867201	0.867201	639.833278	0.867201	639.833278	0.867201	639.833278	0.867201	0.885918
chr22	22345495	22398332	PRAMENP	0	-	PRAMENP	22398332	0.000000	0.000000	0.268271	False	K562	2391	5505.398330	0.962567	0.962567	104.195892	0.893048	2254	5774.497421	0.966132	0.966132	109.288896	0.903743	5639.947876	0.962567	106.742394	0.898396	863	3944.115133	0.934046	0.934046	74.646841	0.803922	3944.115133	0.934046	74.646841	0.803922	48	110.522426	0.546346	0.546346	110.522426	0.546346	26	66.609110	0.493761	0.493761	66.609110	0.493761	88.565768	0.520499	88.565768	0.520499	27	123.396418	0.589127	0.589127	123.396418	0.589127	123.396418	0.589127	123.396418	0.589127	0.543672
chr22	22599191	22599927	VPREB1	0	+	VPREB1	22599191	0.000000	0.000000	0.268271	False	K562	6	13.815303	0.039216	0.039216	18.770792	0.495544	5	12.809444	0.035651	0.035651	17.404136	0.470588	13.312374	0.033868	18.087464	0.483066	6	27.421426	0.110517	0.110517	37.257373	0.647059	27.421426	0.110517	37.257373	0.647059	6	13.815303	0.297683	0.297683	13.815303	0.297683	5	12.809444	0.280749	0.280749	12.809444	0.280749	13.312374	0.295009	13.312374	0.295009	7	31.991664	0.438503	0.438503	31.991664	0.438503	31.991664	0.438503	31.991664	0.438503	0.372549
chr22	22652462	22677324	BMS1P20	0	+	BMS1P20	22652462	5.290000	5.290000	0.607843	False	K562	282	649.319251	0.627451	0.627451	26.116936	0.593583	272	696.833762	0.647950	0.647950	28.028065	0.631016	673.076506	0.641711	27.072500	0.613191	72	329.057114	0.409982	0.409982	13.235344	0.354724	329.057114	0.409982	13.235344	0.354724	112	257.885660	0.672906	0.672906	257.885660	0.672906	106	271.560216	0.679144	0.679144	271.560216	0.679144	264.722938	0.680927	264.722938	0.680927	13	59.413090	0.521390	0.521390	59.413090	0.521390	59.413090	0.521390	59.413090	0.521390	0.591800
chr22	22838770	22863505	ZNF280B	0	-	ZNF280B	22863505	8.870000	8.870000	0.655971	False	K562	1313	3023.248853	0.921569	0.921569	122.225545	0.919786	1224	3135.751927	0.923351	0.923351	126.773880	0.918004	3079.500390	0.923351	124.499713	0.918004	749	3423.108036	0.912656	0.912656	138.391269	0.896613	3423.108036	0.912656	138.391269	0.896613	657	1512.775702	0.939394	0.939394	1512.775702	0.939394	610	1562.752186	0.941176	0.941176	1562.752186	0.941176	1537.763944	0.942959	1537.763944	0.942959	207	946.039203	0.916221	0.916221	946.039203	0.916221	946.039203	0.916221	946.039203	0.916221	0.948307
chr22	22868060	22874624	ZNF280A	0	-	ZNF280A	22874624	17.520000	17.520000	0.739750	False	K562	1014	2334.786243	0.885918	0.885918	355.695649	0.975045	866	2218.595726	0.880570	0.880570	337.994474	0.973262	2276.690984	0.882353	346.845062	0.975045	415	1896.648645	0.828877	0.828877	288.947082	0.962567	1896.648645	0.828877	288.947082	0.962567	1241	2857.465214	0.971480	0.971480	2857.465214	0.971480	1079	2764.278047	0.968806	0.968806	2764.278047	0.968806	2810.871631	0.969697	2810.871631	0.969697	391	1786.962940	0.967914	0.967914	1786.962940	0.967914	1786.962940	0.967914	1786.962940	0.967914	0.978610
chr22	22890117	22901768	PRAME	0	-	PRAME	22901768	1221.810000	1221.810000	0.996435	False	K562	3373	7766.502955	0.978610	0.978610	666.595396	0.985740	2842	7280.888053	0.978610	0.978610	624.915291	0.985740	7523.695504	0.978610	645.755343	0.985740	2305	10534.397894	0.989305	0.989305	904.162552	0.989305	10534.397894	0.989305	904.162552	0.989305	1732	3988.017527	0.990196	0.990196	3988.017527	0.990196	1395	3573.834917	0.987522	0.987522	3573.834917	0.987522	3780.926222	0.991087	3780.926222	0.991087	498	2275.978374	0.983957	0.983957	2275.978374	0.983957	2275.978374	0.983957	2275.978374	0.983957	0.989305
